Cidade,Rede,Série,Disciplina,Matriculados na Série,Taxa de Participação (%),Percentual Insuficiente (%),Percentual Básico (%),Percentual Proficiente (%),Percentual Avançado (%),Percentual Aprendizado Adequado (%),Crescimento entre 2013 e 2015 (pp*)
Gurinhém,Todas,9º ano,Matemática,131,81.68000000000001,60.03,39.97,0,0,0,-0.78
Gurjão,Todas,9º ano,Matemática,29,79.31,57.76,35.35,6.89,0,6.88,6.89
Ibiara,Todas,9º ano,Matemática,72,75,47.05,48.77,4.18,0,4.17,4.18
Igaracy,Todas,9º ano,Matemática,83,87.95,26.32,53.41,18.9,1.37,20.28,17.42
Imaculada,Todas,9º ano,Matemática,47,87.23,55.84,36.77,7.39,0,7.39,6.49
Ingá,Todas,9º ano,Matemática,129,81.40000000000001,51.28,42.1,6.62,0,6.62,5.97
Itabaiana,Todas,9º ano,Matemática,188,85.64,44.07,49.08,6.12,0.73,6.85,4.76
Itaporanga,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,55.23,43.31,1.46,0,1.46,0.29
Itapororoca,Todas,9º ano,Matemática,191,74.34999999999999,55.6,41.76,2.64,0,2.63,0.54
Itatuba,Todas,9º ano,Matemática,141,82.98,54.67,43.13,1.46,0.74,2.2,-1.69
Jacaraú,Todas,9º ano,Matemática,112,75.89,33.29,59.72,6.99,0,6.99,-1.49
Jericó,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,4.77,76.17,19.06,0,19.06,14.95
João Pessoa,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,37.28,54.91,7.38,0.43,7.8,0.14
Joca Claudino,Todas,9º ano,Matemática,45,93.33,66.79000000000001,33.21,0,0,0,0
Juarez Távora,Todas,9º ano,Matemática,118,78.81,48.96,47.29,3.75,0,3.75,1.22
Juazeirinho,Todas,9º ano,Matemática,254,82.28,54.94,42.04,3.02,0,3.02,-3.61
Junco Do Seridó,Todas,9º ano,Matemática,82,79.27,41.77,52.4,5.83,0,5.83,5.83
Juripiranga,Todas,9º ano,Matemática,119,88.23999999999999,34.78,58.36,4.81,2.05,6.85,3.05
Juru,Todas,9º ano,Matemática,61,73.77,48.12,42.9,8.98,0,8.99,5.05
Lagoa,Todas,9º ano,Matemática,33,75.76000000000001,63.55,36.45,0,0,0,0
Lagoa De Dentro,Todas,9º ano,Matemática,120,83.33,49.13,50.87,0,0,0,-2.52
Lagoa Seca,Todas,9º ano,Matemática,72,69.44,48.9,49.18,1.92,0,1.92,-1.76
Lastro,Todas,9º ano,Matemática,39,94.87,35.13,59.47,5.4,0,5.4,5.4
Livramento,Todas,9º ano,Matemática,72,73.61,26.12,65.17,5.15,3.56,8.710000000000001,3.68
Logradouro,Todas,9º ano,Matemática,21,61.9,7.7,76.90000000000001,15.4,0,15.41,3.74
Lucena,Todas,9º ano,Matemática,140,75.70999999999999,49.06,48.09,2.85,0,2.85,2.85
Mãe D'água,Todas,9º ano,Matemática,49,95.92,29.59,55.51,14.9,0,14.89,4.9
Malta,Todas,9º ano,Matemática,89,85.39,32.33,53.31,13.1,1.26,14.36,0.24
Mamanguape,Todas,9º ano,Matemática,289,83.73999999999999,51.14,45.49,3.37,0,3.36,1.18
Manaíra,Todas,9º ano,Matemática,42,83.33,17.38,61.51,21.11,0,21.12,8.609999999999999
Marcação,Todas,9º ano,Matemática,27,59.26,43.75,50,6.25,0,6.25,6.25
Mari,Todas,9º ano,Matemática,190,83.68000000000001,34.92,61.88,2.62,0.58,3.19,0.5600000000000001
Marizópolis,Todas,9º ano,Matemática,80,88.75,53.82,42.01,4.17,0,4.17,4.17
Massaranduba,Todas,9º ano,Matemática,177,91.53,51.03,47.14,1.83,0,1.83,-3.44
Mataraca,Todas,9º ano,Matemática,156,89.09999999999999,42.44,51.74,5.82,0,5.82,0.63
Matinhas,Todas,9º ano,Matemática,69,66.67,41.33,56.31,2.36,0,2.36,-6.06
Maturéia,Todas,9º ano,Matemática,101,89.11,44.72,51.18,3.07,1.03,4.09,2.14
Mogeiro,Todas,9º ano,Matemática,220,81.81999999999999,54.34,43.41,2.25,0,2.26,-2.98
Montadas,Todas,9º ano,Matemática,79,88.61,36.91,58.78,4.31,0,4.31,-5.04
Monte Horebe,Todas,9º ano,Matemática,63,88.89,40.94,55.42,3.64,0,3.65,1.01
Monteiro,Todas,9º ano,Matemática,334,81.44,47.84,45.28,5.51,1.37,6.88,4.08
Mulungu,Todas,9º ano,Matemática,78,71.79000000000001,48.38,51.62,0,0,0,-2.02
Natuba,Todas,9º ano,Matemática,122,77.05,58.62,41.38,0,0,0,-0.95
Nazarezinho,Todas,9º ano,Matemática,86,84.88,54.72,45.28,0,0,0,-7.17
Nova Floresta,Todas,9º ano,Matemática,54,81.48,28.78,61.96,9.26,0,9.26,8.44
Nova Olinda,Todas,9º ano,Matemática,72,94.44,32.13,61.79,4.54,1.54,6.07,4.64
Nova Palmeira,Todas,9º ano,Matemática,61,73.77,40.03,52.03,7.94,0,7.94,-9.31
Olho D'água,Todas,9º ano,Matemática,99,90.91,41.92,56.06,2.02,0,2.02,0.98
Olivedos,Todas,9º ano,Matemática,32,93.75,10.02,73.31999999999999,13.32,3.34,16.66,0.41
Ouro Velho,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Parari,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Passagem,Todas,9º ano,Matemática,29,89.66,34.44,65.56,0,0,0,-4.73
Patos,Todas,9º ano,Matemática,893,82.31,37.61,53.95,7.67,0.77,8.43,4.86
Paulista,Todas,9º ano,Matemática,114,88.59999999999999,15.29,58.56,20.8,5.35,26.15,16.32
Pedra Branca,Todas,9º ano,Matemática,42,88.09999999999999,48.66,43.24,5.39,2.71,8.109999999999999,2.63
Pedra Lavrada,Todas,9º ano,Matemática,52,98.08,23.62,58.56,11.81,6.01,17.82,1.58
Pedras De Fogo,Todas,9º ano,Matemática,276,82.61,27.58,63.86,8.56,0,8.57,7.01
Pedro Régis,Todas,9º ano,Matemática,30,83.33,36.01,60,3.99,0,3.99,3.99
Piancó,Todas,9º ano,Matemática,110,88.18000000000001,45.92,49.11,4.97,0,4.97,4.97
Picuí,Todas,9º ano,Matemática,176,94.89,34.46,53.54,10.77,1.23,12.01,0.6899999999999999
Pilar,Todas,9º ano,Matemática,146,80.14,55.57,38.16,5.44,0.83,6.27,5.46
Pilões,Todas,9º ano,Matemática,123,86.98999999999999,51.44,46.53,2.03,0,2.03,0.39
Pilõezinhos,Todas,9º ano,Matemática,44,79.55,62.33,34.55,3.12,0,3.12,-1.59
Pirpirituba,Todas,9º ano,Matemática,27,77.78,53.09,46.91,0,0,0,-4.5
Pitimbu,Todas,9º ano,Matemática,128,75,58.37,40.6,1.03,0,1.03,0.15
Pocinhos,Todas,9º ano,Matemática,145,88.97,26.65,64.05,7.16,2.14,9.300000000000001,-0.36
Poço Dantas,Todas,9º ano,Matemática,29,82.76000000000001,18.69,72.98,3.44,4.89,8.33,4.53
