Cidade,Rede,Série,Disciplina,Matriculados na Série,Taxa de Participação (%),Percentual Insuficiente (%),Percentual Básico (%),Percentual Proficiente (%),Percentual Avançado (%),Percentual Aprendizado Adequado (%),Crescimento entre 2013 e 2015 (pp*)
Passo Fundo,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,32.32,54.85,11.94,0.89,12.83,1.2
Paulo Bento,Todas,9º ano,Matemática,20,90,16.67,61.11,22.22,0,22.22,-6.35
Paverama,Todas,9º ano,Matemática,82,86.59,17.07,60.29,21.3,1.34,22.64,1.45
Pedro Osório,Todas,9º ano,Matemática,26,84.62,22.74,63.63,13.63,0,13.64,2.23
Pejuçara,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Pelotas,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,25.68,62.45,11.34,0.53,11.86,-0.51
Picada Café,Todas,9º ano,Matemática,27,100,10.72,42.86,39.28,7.14,46.43,3.38
Pinhal,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Pinhal Da Serra,Todas,9º ano,Matemática,28,78.56999999999999,40.19,46.4,13.41,0,13.41,3.48
Pinhal Grande,Todas,9º ano,Matemática,64,87.5,8.539999999999999,63.28,26.23,1.95,28.18,7.72
Pinheirinho Do Vale,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Pinheiro Machado,Todas,9º ano,Matemática,31,87.09999999999999,18.52,59.25,14.82,7.41,22.23,9.68
Piratini,Todas,9º ano,Matemática,53,84.91,22.31,66.7,10.99,0,10.99,8.32
Planalto,Todas,9º ano,Matemática,62,64.52,25.96,60.09,10.83,3.12,13.95,3.36
Poço Das Antas,Todas,9º ano,Matemática,26,100,7.07,50,39.09,3.84,42.95,28.65
Pontão,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Portão,Todas,9º ano,Matemática,258,79.06999999999999,6.82,60.38,28.74,4.06,32.8,6.58
Porto Alegre,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,29.15,57.75,11.33,1.77,13.1,1.39
Porto Lucena,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Porto Mauá,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Porto Xavier,Todas,9º ano,Matemática,43,81.40000000000001,20.21,64.45999999999999,11.85,3.48,15.33,0.01
Presidente Lucena,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Protásio Alves,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Quaraí,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,16.88,61.82,20.18,1.12,21.3,8.65
Quinze De Novembro,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Redentora,Todas,9º ano,Matemática,20,50,9.99,80.02,9.99,0,9.99,4.27
Relvado,Todas,9º ano,Matemática,20,75,6.69,79.98,13.33,0,13.33,0
Restinga Seca,Todas,9º ano,Matemática,86,88.37,11.16,55.7,31.62,1.52,33.14,20.77
Rio Grande,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,22.81,62.2,13.89,1.1,15,3.24
Rio Pardo,Todas,9º ano,Matemática,147,82.98999999999999,28.25,63.43,7.45,0.87,8.32,-3.1
Roca Sales,Todas,9º ano,Matemática,20,75,6.69,59.98,33.33,0,33.35,17.79
Rodeio Bonito,Todas,9º ano,Matemática,46,84.78,19.02,57.34,21.47,2.17,23.64,5.92
Rolante,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,20.42,63.69,15.89,0,15.88,-1.78
Ronda Alta,Todas,9º ano,Matemática,66,90.91,21.5,57.66,16.3,4.54,20.84,-2.81
Rondinha,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Roque Gonzales,Todas,9º ano,Matemática,27,96.3,11.65,61.35,27,0,27.01,-1.12
Rosário Do Sul,Todas,9º ano,Matemática,303,77.23,35.94,57.47,6.2,0.39,6.6,0.98
Sagrada Família,Todas,9º ano,Matemática,21,80.95,22.41,42.05,35.54,0,35.52,18.06
Salto Do Jacuí,Todas,9º ano,Matemática,40,87.5,24.59,64.33,11.08,0,11.09,-9.4
Salvador Do Sul,Todas,9º ano,Matemática,67,97.01000000000001,3.15,49.92,45.44,1.49,46.92,7.42
Sananduva,Todas,9º ano,Matemática,118,90.68000000000001,13.29,63.44,20.41,2.86,23.28,11.03
Santa Bárbara Do Sul,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Santa Clara Do Sul,Todas,9º ano,Matemática,36,94.44,8.800000000000001,52.97,32.35,5.88,38.22,-8.109999999999999
Santa Cruz Do Sul,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,16.22,61.7,19.9,2.18,22.08,4.85
Santa Margarida Do Sul,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Santa Maria,Todas,9º ano,Matemática,1563,76.84,23.34,58.68,13.73,4.25,17.98,-2.89
Santa Maria Do Herval,Todas,9º ano,Matemática,25,92,0,21.73,60.89,17.38,78.27,0
Santa Rosa,Todas,9º ano,Matemática,483,80.95,17.81,65.19,15.37,1.63,17,-1.97
Santa Vitória Do Palmar,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,20.73,65.36,12.13,1.78,13.91,3.13
Santana Da Boa Vista,Todas,9º ano,Matemática,91,65.93000000000001,38.61,51.87,9.52,0,9.51,6.77
Santana Do Livramento,Todas,9º ano,Matemática,380,69.47,36.23,56.35,6.98,0.44,7.42,2.49
Santiago,Todas,9º ano,Matemática,169,82.25,29.27,55.72,12.84,2.17,15.01,-0.73
Santo Ângelo,Todas,9º ano,Matemática,428,85.98,25.47,59.08,14.27,1.18,15.45,2.06
Santo Antônio Da Patrulha,Todas,9º ano,Matemática,191,84.81999999999999,24.4,59.72,14.74,1.14,15.88,6.74
Santo Antônio Das Missões  ,Todas,9º ano,Matemática,33,81.81999999999999,51.76,44.55,3.69,0,3.69,0.63
Santo Antônio Do Palma,Todas,9º ano,Matemática,24,87.5,14.28,66.69,14.28,4.75,19.06,4.96
Santo Antônio Do Planalto,Todas,9º ano,Matemática,35,82.86,20.2,65.88,13.92,0,13.92,1.11
Santo Augusto,Todas,9º ano,Matemática,75,70.67,33.21,45.41,15.97,5.41,21.37,8.279999999999999
Santo Cristo,Todas,9º ano,Matemática,56,100,8.81,53.42,30.53,7.24,37.76,10.35
São Borja,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,33.78,59.54,6.12,0.5600000000000001,6.68,-1.73
São Domingos Do Sul,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
São Francisco De Assis,Todas,9º ano,Matemática,72,81.94,35.32,53.4,11.28,0,11.28,4.34
São Francisco De Paula,Todas,9º ano,Matemática,134,69.40000000000001,41.45,53.14,5.41,0,5.41,0.14
São Gabriel,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
São Jerônimo,Todas,9º ano,Matemática,115,80.87,21.78,59.23,18.02,0.97,18.99,5.79
São João Da Urtiga,Todas,9º ano,Matemática,59,98.31,22.69,63.62,13.69,0,13.69,2.24
São Jorge,Todas,9º ano,Matemática,26,92.31,28.74,50.67,16.75,3.84,20.59,7.14
São José Das Missões,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
São José Do Herval,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
São José Do Hortêncio,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
São José Do Inhacorá,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
São José Do Norte,Todas,9º ano,Matemática,210,62.38,32.71,58.61,8.68,0,8.68,0.5
São José Do Ouro,Todas,9º ano,Matemática,71,85.92,28.85,56.11,15.04,0,15.04,-2.94
São José Dos Ausentes,Todas,9º ano,Matemática,25,88,31.8,59.09,9.109999999999999,0,9.109999999999999,-3.63
São Leopoldo,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,22.86,61.43,14.38,1.33,15.72,-0.8100000000000001
São Lourenço Do Sul,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,9.4,61.66,19.87,9.07,28.95,6.97
São Luiz Gonzaga,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,26.94,58.79,11.98,2.29,14.27,-2.06
São Marcos,Todas,9º ano,Matemática,158,89.23999999999999,13.75,57.94,23.6,4.71,28.31,-4.24
São Martinho,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
São Martinho Da Serra,Todas,9º ano,Matemática,41,85.37,54.96,42.26,2.78,0,2.78,-6.1
São Miguel Das Missões,Todas,9º ano,Matemática,33,63.64,11.51,76.98999999999999,11.5,0,11.5,3.78
São Nicolau,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
São Paulo Das Missões,Todas,9º ano,Matemática,37,62.16,8.69,60.88,26.08,4.35,30.45,-9.59
São Pedro Da Serra,Todas,9º ano,Matemática,48,93.75,8.800000000000001,62.21,28.99,0,28.98,-3.41
São Pedro Do Butiá,Todas,9º ano,Matemática,36,58.33,28.58,47.61,23.81,0,23.8,0.33
São Pedro Do Sul,Todas,9º ano,Matemática,88,77.27,18.78,54.2,23.92,3.1,27.02,5.12
São Sebastião Do Caí,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,15.59,66.92,15.75,1.74,17.49,-3.14
São Sepé,Todas,9º ano,Matemática,124,78.23,16.19,68.12,15.69,0,15.69,5.09
São Valentim Do Sul,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
São Vicente Do Sul,Todas,9º ano,Matemática,83,87.95,32.36,44.95,22.69,0,22.69,6.02
Sapiranga,Todas,9º ano,Matemática,894,87.36,13,61.44,22.95,2.61,25.56,-1.44
Sapucaia Do Sul,Todas,9º ano,Matemática,1213,83.76000000000001,16.57,62.87,18.98,1.58,20.56,2.45
Sarandi,Todas,9º ano,Matemática,136,84.56,22.16,65.11,12.03,0.7,12.73,-2.76
Seberi,Todas,9º ano,Matemática,22,86.36,36.86,63.14,0,0,0,-26.29
Sede Nova,Todas,9º ano,Matemática,24,70.83,41.18,41.18,17.64,0,17.64,-14.55
Segredo,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Selbach,Todas,9º ano,Matemática,32,90.63,17.24,51.73,31.03,0,31.02,-16.56
Sentinela Do Sul,Todas,9º ano,Matemática,32,84.38,44.45,51.84,3.71,0,3.71,-1.25
Serafina Corrêa,Todas,9º ano,Matemática,83,86.75,12.73,61.39,21.57,4.31,25.88,-4.11
Sério,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Sertão,Todas,9º ano,Matemática,54,92.59,22.64,54.39,21.27,1.7,22.99,7.78
Sertão Santana,Todas,9º ano,Matemática,41,92.68000000000001,34.54,52.36,13.1,0,13.11,-5.7
Severiano De Almeida,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Silveira Martins,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Sinimbu,Todas,9º ano,Matemática,47,87.23,9.82,51.18,36.54,2.46,39.01,11.33
Sobradinho,Todas,9º ano,Matemática,59,84.75,6.19,68.25,23.65,1.91,25.56,2.51
Soledade,Todas,9º ano,Matemática,108,75,21.97,67.03,9.93,1.07,11,1.98
Tabaí,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Tapejara,Todas,9º ano,Matemática,149,86.58,26.57,50.88,20.95,1.6,22.55,0.54
Tapera,Todas,9º ano,Matemática,72,81.94,21.47,56.1,22.43,0,22.43,5.78
Tapes,Todas,9º ano,Matemática,212,68.87,23.95,63.2,12.85,0,12.85,4.12
Taquara,Todas,9º ano,Matemática,275,77.09,22.11,58.68,16.53,2.68,19.22,2.38
Taquari,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,23.93,64.34999999999999,11.72,0,11.72,-3.66
Taquaruçu Do Sul,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Tavares,Todas,9º ano,Matemática,52,67.31,35.62,59.5,4.88,0,4.88,-2.14
Tenente Portela,Todas,9º ano,Matemática,100,78,38.16,53.75,8.09,0,8.09,-8.02
Terra De Areia,Todas,9º ano,Matemática,125,70.40000000000001,23.87,55.42,19.81,0.9,20.71,10.58
Teutônia,Todas,9º ano,Matemática,186,93.01000000000001,6.44,53.34,36.38,3.84,40.22,19.66
Tio Hugo,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Tiradentes Do Sul,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Toropi,Todas,9º ano,Matemática,20,65,38.46,61.54,0,0,0,-11.99
Torres,Todas,9º ano,Matemática,293,83.95999999999999,19.67,64.06,15.83,0.44,16.27,0
Tramandaí,Todas,9º ano,Matemática,510,77.84,16.47,63.22,19.12,1.19,20.31,7.09
Travesseiro,Todas,9º ano,Matemática,20,90,16.68,66.65000000000001,11.13,5.54,16.67,-5.34
Três Cachoeiras,Todas,9º ano,Matemática,83,86.75,9.1,61.3,28.33,1.27,29.6,11
Três Coroas,Todas,9º ano,Matemática,216,93.52,4.88,60.76,28.64,5.72,34.35,14.22
Três De Maio,Todas,9º ano,Matemática,158,68.98999999999999,22.92,55.29,18.98,2.81,21.8,9.210000000000001
Três Palmeiras,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Três Passos,Todas,9º ano,Matemática,108,83.33,14.2,58.36,24.29,3.15,27.43,7.19
Trindade Do Sul,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Triunfo,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,30.72,61.59,7.23,0.46,7.69,0.17
Tucunduva,Todas,9º ano,Matemática,29,100,13.81,55.16,24.14,6.89,31.03,8.210000000000001
Tunas,Todas,9º ano,Matemática,33,93.94,35.47,64.53,0,0,0,0
Tupanci Do Sul,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Tupanciretã,Todas,9º ano,Matemática,145,75.86,24.95,64.14,10.91,0,10.91,1.73
Tupandi,Todas,9º ano,Matemática,52,98.08,8.109999999999999,32.65,38.08,21.16,59.25,3.83
Tuparendi,Todas,9º ano,Matemática,34,73.53,28,72,0,0,0,-22.88
Turuçu,Todas,9º ano,Matemática,20,80,7.49,55.5,37.01,0,36.99,0
Uruguaiana,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,36.37,55.72,7.69,0.22,7.91,2.56
Vacaria,Todas,9º ano,Matemática,560,77.68000000000001,21.1,61.03,17.24,0.63,17.87,2.67
Vale Do Sol,Todas,9º ano,Matemática,29,93.09999999999999,0,74.06999999999999,22.21,3.72,25.93,6.26
Vale Real,Todas,9º ano,Matemática,39,92.31,8.27,49.68,36.47,5.58,42.05,13.62
Vale Verde,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Venâncio Aires,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,18.38,61.21,18.93,1.48,20.41,2.68
Vera Cruz,Todas,9º ano,Matemática,141,89.36,22.71,60.5,14.63,2.16,16.79,2.16
Veranópolis,Todas,9º ano,Matemática,95,88.42,6.29,60.77,29.58,3.36,32.95,-3.06
Vespasiano Correa,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Viadutos,Todas,9º ano,Matemática,25,100,15.53,64.62,19.85,0,19.86,5.25
Viamão,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,30.37,62.01,7.2,0.42,7.62,1.67
Vicente Dutra,Todas,9º ano,Matemática,53,79.25,31.3,60.45,8.25,0,8.25,7.04
Vila Flores,Todas,9º ano,Matemática,36,94.44,2.94,61.77,26.47,8.82,35.28,16.55
Vila Maria,Todas,9º ano,Matemática,37,91.89,21,73.09,5.91,0,5.91,1.74
Vila Nova Do Sul,Todas,9º ano,Matemática,40,87.5,46.91,38.38,14.71,0,14.71,0
Vista Alegre Do Prata,Todas,9º ano,Matemática,28,100,0,61.38,35.06,3.56,38.62,0
Vista Gaúcha,Todas,9º ano,Matemática,21,95.23999999999999,5,80.02,9.99,4.99,14.98,1.95
Westfalia,Todas,9º ano,Matemática,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*,Sem dados*
Xangri-Lá,Todas,9º ano,Matemática,Sem dados de participação*,Sem dados de participação*,13.59,65.89,19.32,1.2,20.52,9.359999999999999
