"Questao";"Opcao";"Proficiencia";"Porcentagem"
"44 - Em dias de aula, quanto tempo você gasta fazendo trabalhos domésticos (ex.: lavando louça, limpando o quintal etc.)?";"NI";"Avançado";"0.0149253731343284"
"45 - Atualmente você trabalha fora de casa (recebendo ou não um salário)?";"Sim.";"Insuficiente";"0.333333333333333"
"45 - Atualmente você trabalha fora de casa (recebendo ou não um salário)?";"Sim.";"Basico";"0.276923076923077"
"45 - Atualmente você trabalha fora de casa (recebendo ou não um salário)?";"Sim.";"Proficiente";"0.273209549071618"
"45 - Atualmente você trabalha fora de casa (recebendo ou não um salário)?";"Sim.";"Avançado";"0.246268656716418"
"45 - Atualmente você trabalha fora de casa (recebendo ou não um salário)?";"Não.";"Insuficiente";"0.666666666666667"
"45 - Atualmente você trabalha fora de casa (recebendo ou não um salário)?";"Não.";"Basico";"0.698461538461538"
"45 - Atualmente você trabalha fora de casa (recebendo ou não um salário)?";"Não.";"Proficiente";"0.713527851458886"
"45 - Atualmente você trabalha fora de casa (recebendo ou não um salário)?";"Não.";"Avançado";"0.738805970149254"
"45 - Atualmente você trabalha fora de casa (recebendo ou não um salário)?";"NI";"Insuficiente";"0"
"45 - Atualmente você trabalha fora de casa (recebendo ou não um salário)?";"NI";"Basico";"0.0246153846153846"
"45 - Atualmente você trabalha fora de casa (recebendo ou não um salário)?";"NI";"Proficiente";"0.013262599469496"
"45 - Atualmente você trabalha fora de casa (recebendo ou não um salário)?";"NI";"Avançado";"0.0149253731343284"
"48 - Você já foi reprovado?";"Não.";"Insuficiente";"0.641025641025641"
"48 - Você já foi reprovado?";"Não.";"Basico";"0.729230769230769"
"48 - Você já foi reprovado?";"Não.";"Proficiente";"0.885941644562334"
"48 - Você já foi reprovado?";"Não.";"Avançado";"0.955223880597015"
"48 - Você já foi reprovado?";"Sim, uma vez.";"Insuficiente";"0.307692307692308"
"48 - Você já foi reprovado?";"Sim, uma vez.";"Basico";"0.209230769230769"
"48 - Você já foi reprovado?";"Sim, uma vez.";"Proficiente";"0.0901856763925729"
"48 - Você já foi reprovado?";"Sim, uma vez.";"Avançado";"0.0298507462686567"
"48 - Você já foi reprovado?";"Sim, duas vezes ou mais.";"Insuficiente";"0.0512820512820513"
"48 - Você já foi reprovado?";"Sim, duas vezes ou mais.";"Basico";"0.0461538461538462"
"48 - Você já foi reprovado?";"Sim, duas vezes ou mais.";"Proficiente";"0.013262599469496"
"48 - Você já foi reprovado?";"Sim, duas vezes ou mais.";"Avançado";"0"
"48 - Você já foi reprovado?";"NI";"Insuficiente";"0"
"48 - Você já foi reprovado?";"NI";"Basico";"0.0153846153846154"
"48 - Você já foi reprovado?";"NI";"Proficiente";"0.0106100795755968"
"48 - Você já foi reprovado?";"NI";"Avançado";"0.0149253731343284"
"53 - Você gosta de estudar Matemática?";"Sim.";"Insuficiente";"0.641025641025641"
"53 - Você gosta de estudar Matemática?";"Sim.";"Basico";"0.550769230769231"
"53 - Você gosta de estudar Matemática?";"Sim.";"Proficiente";"0.70026525198939"
"53 - Você gosta de estudar Matemática?";"Sim.";"Avançado";"0.858208955223881"
"53 - Você gosta de estudar Matemática?";"Não.";"Insuficiente";"0.358974358974359"
"53 - Você gosta de estudar Matemática?";"Não.";"Basico";"0.421538461538462"
"53 - Você gosta de estudar Matemática?";"Não.";"Proficiente";"0.283819628647215"
"53 - Você gosta de estudar Matemática?";"Não.";"Avançado";"0.126865671641791"
"53 - Você gosta de estudar Matemática?";"NI";"Insuficiente";"0"
"53 - Você gosta de estudar Matemática?";"NI";"Basico";"0.0276923076923077"
"53 - Você gosta de estudar Matemática?";"NI";"Proficiente";"0.0159151193633952"
"53 - Você gosta de estudar Matemática?";"NI";"Avançado";"0.0149253731343284"
"54 - Você faz o dever de casa de Matemática?";"Sempre ou quase sempre.";"Insuficiente";"0.615384615384615"
"54 - Você faz o dever de casa de Matemática?";"Sempre ou quase sempre.";"Basico";"0.566153846153846"
"54 - Você faz o dever de casa de Matemática?";"Sempre ou quase sempre.";"Proficiente";"0.663129973474801"
"54 - Você faz o dever de casa de Matemática?";"Sempre ou quase sempre.";"Avançado";"0.753731343283582"
"54 - Você faz o dever de casa de Matemática?";"De vez em quando.";"Insuficiente";"0.333333333333333"
"54 - Você faz o dever de casa de Matemática?";"De vez em quando.";"Basico";"0.350769230769231"
"54 - Você faz o dever de casa de Matemática?";"De vez em quando.";"Proficiente";"0.262599469496021"
"54 - Você faz o dever de casa de Matemática?";"De vez em quando.";"Avançado";"0.171641791044776"
"54 - Você faz o dever de casa de Matemática?";"Nunca ou quase nunca.";"Insuficiente";"0.0512820512820513"
"54 - Você faz o dever de casa de Matemática?";"Nunca ou quase nunca.";"Basico";"0.0615384615384615"
"54 - Você faz o dever de casa de Matemática?";"Nunca ou quase nunca.";"Proficiente";"0.0583554376657825"
"54 - Você faz o dever de casa de Matemática?";"Nunca ou quase nunca.";"Avançado";"0.0522388059701493"
"54 - Você faz o dever de casa de Matemática?";"O(A) professor(a) não passa dever de casa.";"Insuficiente";"0"
"54 - Você faz o dever de casa de Matemática?";"O(A) professor(a) não passa dever de casa.";"Basico";"0"
"54 - Você faz o dever de casa de Matemática?";"O(A) professor(a) não passa dever de casa.";"Proficiente";"0.00795755968169761"
"54 - Você faz o dever de casa de Matemática?";"O(A) professor(a) não passa dever de casa.";"Avançado";"0"
"54 - Você faz o dever de casa de Matemática?";"NI";"Insuficiente";"0"
"54 - Você faz o dever de casa de Matemática?";"NI";"Basico";"0.0215384615384615"
"54 - Você faz o dever de casa de Matemática?";"NI";"Proficiente";"0.00795755968169761"
"54 - Você faz o dever de casa de Matemática?";"NI";"Avançado";"0.0223880597014925"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"Sempre ou quase sempre.";"Insuficiente";"0.923076923076923"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"Sempre ou quase sempre.";"Basico";"0.901538461538462"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"Sempre ou quase sempre.";"Proficiente";"0.907161803713528"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"Sempre ou quase sempre.";"Avançado";"0.955223880597015"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"De vez em quando.";"Insuficiente";"0.0769230769230769"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"De vez em quando.";"Basico";"0.0584615384615385"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"De vez em quando.";"Proficiente";"0.0636604774535809"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"De vez em quando.";"Avançado";"0.0149253731343284"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"Nunca ou quase nunca.";"Insuficiente";"0"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"Nunca ou quase nunca.";"Basico";"0.0215384615384615"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"Nunca ou quase nunca.";"Proficiente";"0.00795755968169761"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"Nunca ou quase nunca.";"Avançado";"0.00746268656716418"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"O(A) professor(a) não passa dever de casa.";"Insuficiente";"0"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"O(A) professor(a) não passa dever de casa.";"Basico";"0.00307692307692308"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"O(A) professor(a) não passa dever de casa.";"Proficiente";"0.013262599469496"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"O(A) professor(a) não passa dever de casa.";"Avançado";"0"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"NI";"Insuficiente";"0"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"NI";"Basico";"0.0153846153846154"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"NI";"Proficiente";"0.00795755968169761"
"55 - O(A) professor(a) corrige o dever de casa de Matemática?";"NI";"Avançado";"0.0223880597014925"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Somente continuar estudando.";"Insuficiente";"0.41025641025641"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Somente continuar estudando.";"Basico";"0.243076923076923"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Somente continuar estudando.";"Proficiente";"0.291777188328912"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Somente continuar estudando.";"Avançado";"0.343283582089552"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Somente trabalhar.";"Insuficiente";"0.0256410256410256"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Somente trabalhar.";"Basico";"0.0153846153846154"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Somente trabalhar.";"Proficiente";"0.00795755968169761"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Somente trabalhar.";"Avançado";"0"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Continuar estudando e trabalhar.";"Insuficiente";"0.435897435897436"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Continuar estudando e trabalhar.";"Basico";"0.627692307692308"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Continuar estudando e trabalhar.";"Proficiente";"0.631299734748011"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Continuar estudando e trabalhar.";"Avançado";"0.559701492537313"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Ainda não sei.";"Insuficiente";"0.128205128205128"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Ainda não sei.";"Basico";"0.0984615384615385"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Ainda não sei.";"Proficiente";"0.0610079575596817"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"Ainda não sei.";"Avançado";"0.0746268656716418"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"NI";"Insuficiente";"0"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"NI";"Basico";"0.0153846153846154"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"NI";"Proficiente";"0.00795755968169761"
"57 - Quando você terminar o 9º ano(8ª série) você pretende:";"NI";"Avançado";"0.0223880597014925"
